aug_tweet,label,tweet
remote social work n95s work even better,real,social distancing work n95s work even better
health workers are scared because people will not wear a mask,real,healthcare worker are scared because too many people won t wear a mask
covid exterminated after 5g mast destroyed,fake,covid wiped out after 5g mast destroyed
donaldtrump coronavirus 2020presidentelection mailinvoting,fake,trump midcourse correction donaldtrump coronavirus 2020presidentialelection mailinvoting
chinese government is setting fire to people infected with coronavirus,fake,chinese government is burning down people infected with coronavirus
news i threaten to expel the uk unless parliament is reopened,fake,news eu threatens to expel the uk unless parliament is reopened
indian business tycoon ratan tata said that the year is the year of survival,fake,indian business tycoon ratan tata said the year is the year of survival
go to 2020censusgov and complete this census form so you can get your stimulus control,fake,go to 2020censusgov and fill out this census form so you can get your stimulus check
indiafightscorona deceased indifightscorona have been registered in the last hour of these are state ut,real,indiafightscorona death have been registered in the past hour of these are from state ut
tire repairer who dies in a work accident,fake,tire repairer who died in a work accident wa included in the death figure for covid
the new coronavirus is micro and for this reason large enough to be stopped by mask,fake,the new coronavirus is micro and for this reason wide enough to be stopped by mask
a video show a man spitting inside a food pack during the coronavirus crisis,fake,a video show a man spitting inside food packet during the coronavirus crisis
rmd-age patients were 5x more likely to be hospitalized for eular covid,real,patient aged with rmds were 5x more likely to be hospitalized for covid eular
indifightscorona state and ut have recorded a recovery rate more than the national average,real,indiafightscorona state and ut have registered recovery rate more than the national average
breathe for the second act a test for covid,fake,holding breath for second act a test for covid
in spain spanish police officer batem citizen up to force block,fake,in spain police official are beating up citizen to enforce lockdown
a message about whatsapp claim steam covid cure by steam inhalation,fake,a message on whatsapp claim steam inhalation cure covid
international industry has fired all employee because of the coronavirus pandemic,fake,goodwill industry international ha fired all it employee because of the coronavirus pandemic
"senegalese women from italy, flyers from italy, were killed in loco at the senegalese airport",fake,senegalese people flying back from italy were killed on the spot at the senegal airport
news parliament and other non-essential activities to reopen in june,fake,news parliament and other nonessential activity to reopen in june
including the obes,real,even mild obesity is a risk factor for covid
our daily update is published we have now tracked million test up 523k yesterday for details see,real,our daily update is published we ve now tracked million test up 523k from yesterday for detail see
social media social post post statement that actor were captured in the act performing fake covid case,fake,social medium post claim that actor were caught in the act staging fake covid case
a policeman taking bribe from a migrant worker in surat,fake,video show a policeman taking bribe from migrating worker in surat
state reported death trend here has been good,real,state reported death the trend here ha been good
the child below are immune to the novel coronavirus,fake,child under are immune to the novel coronavirus
owner of the brazilian company that fired employed because of the pandemic commits suicide,fake,brazilian company owner who laid off employee because of the pandemic commits suicide
the covid is now the number of cause of death in the u,real,covid is now the number cause of death in the u
"with autocheckup, selfcheckup, you can find out if you are infected with coronavirus",fake,with selfcheckup you can find out if you are infected with coronavirus
video show demolished 5g station in hong kong protestant hong kong responsible 5g of covid,fake,video show demolished 5g station in hong kong protestors held the 5g responsible for covid
breathing steam from the boiling citrine shell avoids and cures coronavirus,fake,breathing steam from boiling citrus peel prevents and cure coronavirus
american alert with coronavirus symptom is asking to cough directly on triumph president,fake,alert american with coronavirus symptom are being asked to cough directly onto president trump
aamir khan donate cr in the aid fund pm,fake,aamir khan donate cr in pm relief care fund
american survey are very concerned about access to health care during the covid pandemic,real,survey of american are very concerned about access to health care during the covid pandemic
south africa has the world's fifth highest coveted infection rate,fake,south africa ha the fifthhighest covid infection rate in the world
a jamaat tablighi member misbehaves in a quarantine area,fake,a member of tablighi jamaat is misbehaving in a covid quarantine zone
sentenced to death sentenced to death of covid,real,death row inmate have died of covid
the owner of the group of joyalukkas joyalukkas died because of covid,fake,the owner of the indian jewellry group joyalukkas died due to covid
the new coronavirus pandemic coronavirus is a false restriction seeks to enrich a powerful individual,fake,the new coronavirus pandemic is a fake the restriction aim to enrich some mighty individual
many of the instances have to do with closing mask orders and distancing,real,many of the instance have to do with mask order shutdown and distancing
the rate of positivity shows that the vaccine has been achieved by herd,fake,positivity rate show herd immuntiy ha been reached
the south to a whole a reported more than a new death today a new high for the region,real,the south a a whole reported more than new death today a new high for the region
people who said they enjoyed blocking a pie diagram bring yours here,fake,people who said they enjoyed lockdown a pie chart get yours here
the only person responsible for the failed covetous response is donald trump,fake,the only person responsible for our failed covid response is donald trump
mom just said add file bobby butcher say coronavirus newsvirus virus newssatire coronavirus viral,fake,mama said just add lime bobby boucher say of coronavirus news virus newssatire coronavirus viral
white house grants covid a green card visa,fake,white house grant covid a green card visa
tasuku honjo a japanese nobel laureate in medicine is claiming that covid is a chinese virus,fake,tasuku honjo a japanese nobel laureate in medicine is claiming that covid is a chinesemade virus
irrael has no case of coronavirus because he has developed a cure,fake,israel ha no case of the coronavirus because it developed a cure
breaking uk prepares for full block after hundreds of new cases wuhan super virus update,fake,breaking uk prepares for full lockdown after hundred of new case wuhan super virus update
bill gate takes advantage of vaccination and wants to reduce the world population,fake,bill gate profit from vaccination and want to reduce the world population
no coronavirus pandemic no coronavirus pandemic no only an epidemic of coronavirus test david corve,fake,there is no coronavirus pandemic there is only an epidemic of coronavirus test david crowe
augustus greek general brazilian wa cured of covid infection with chloroquine,fake,augusto heleno brazilian general wa cured from the covid infection using chloroquine
nigel farage of new nigel to teach children climate change negação for balance in bbc lockdown learning scheme,fake,news nigel farage to teach kid climate change denial for balance in bbc lockdown learning scheme
colorado s marijuana store are breaking record selling coronavirus colorado marijuana potsales,fake,colorado s marijuana shop are breaking sale record coronavirus marijuana colorado potsales
