,tweet,label
1116,a post shared to a popular facebook group accused danielandrewsmp of inflating covid 19 testing number for nefarious purpose but the jump in test were all negative result and can be explained by batching coronacheck springst coronavirusfacts,fake
1117,coronavirusupdates statewise detail of total confirmed covid 19 case till august am state with confirmed case state with confirmed case state with confirmed case total no of confirmed case so far,real
1118,medicaid deadline extended to august for pediatrician and others who serve younger patient population to help alleviate covidrelated economic hardship,real
1119,the first case we are reporting today is the child of a previously reported case they arrived in new zealand on july from pakistan via dubai,real
1120,indiafightscorona state that account for of the total active case in the country are maharashtra karnataka andhra pradesh uttar pradesh tamil nadu secretary mohfw_india staysafe indiawillwin icmrdelhi,real
1121,to defeat the coronavirus china built a thousandbed hospital in day while india ha prepared a modern hospital of bed overnight at a very low cost,fake
1122,quran been read in white house to stop corona virus in usa,fake
1123,covid model differ on their exact prediction looking at multiple model is key and they will change a we learn more about the virus,real
1124,update from the minhealthnz there is one new case of covid to report in managed isolation in new zealand today the number of active case in new zealand is it ha been day since the last case of covid wa acquired locally from an unknown source,real
1125,yesterday our laboratory processed test bringing the total number of test completed to date to,real
1126,cdc ha new info to help camp youth sport k12 school higher ed and restaurant bar operate during covid 19 these material emphasize the importance of working w local health official to make decision help prevent spread of covid see,real
1127,grantshapps say it important the public adhere to the new social distancing rule a covid 19 hospital admission are creeping up the transport sec say death havent gone up a yet but the govt is expecting it to do so like spain kayburley,real
1128,news government hit back against coronavirus criticism by publishing picture of boris holding fish driving forklift,fake
1129,coronavirus is not becoming weak who did not issue any such statement read our factcheck here,fake
1130,bharat biotech covid vaccine will be available in the market from august according to a letter from icmr about fasttracking the clinical trial of the vaccine,fake
1131,this week the ncdcteam is conducting a handson training on infection prevention control for healthcare worker from primary secondary tertiary health facility in kwara we are committed to strengthening ipc practice and ensuring the safety of our covid 19 responder,real
1132,peterwa 9755947 7 banjelope worth noting thats probably somewhat due to oklahoma lack of reporting on negative test from anybody but the state lab many other state were in the same boat and almost all report more comprehensively ok should really do that too,real
1133,ugandan president museveni ha shut down the state house due to covid,fake
1134,our model estimate that ohio ha a high positive test rate and is near full icu capacity ohio ha an elevated risk based on our reopeningsafely metric learn more,real
1135,rt ridgeonsunday i would apologise i would make fixing testing my first priority keir_starmer ha called on boris johnson to apolog,real
1136,good news covid in california is spreading in a slow and controlled fashion and california s covid preparedness meet international standard monitor the covid risk in your community with our link in bio,real
1137,peatapann aqtime yashuahawkeye that is very very true i have a doctor friend in south africa who told me all the hydroxychloroquine wa pulled off the shelf during lockdown they couldn t get it anywhere,fake
1138,taking a step back the weekly picture describes a case surge that appears to be at or just past it peak we also see testing at a plateau for the first time since midmay death continue to rise,real
1139,ivermectin cure covid,fake
1140,japanese nobel prize for medicine tasuku honjo claimed on social medium that coronavirus is not natural and that china made it in a wuhan lab where he worked for several year,fake
1141,this is a really good and common question here why we dont for some state we could for others we could not this is dependent on what the state share the aggregate picture undoubtedly show a positive rate that is too high and it hard to quantify the uncertainty,real
1142,pakistan deployed the infrastructure built up over many year for polio to combat covid 19 community healthworkers who have been trained to go doortodoor vaccinating child have been utilized for surveillance contact tracing and care drtedros,real
1143,rt mohfw_india indiafightscorona india ha tested more than crore people for covid 19 so far resolutely following it test track,real
1144,a of today there are active covid 19 case in latur district maharashtra mohfw_india drharshvardhan drhvoffice mantralayaroom cmomaharashtra covid _19 covidー 19 coronaupdates coronavirusindia coronavirusupdates coronavirus covidupdates,real
1145,coronavirusupdates total covid 19 case in india a on september cured discharged migrated active case death total covid confirmed case cured discharged migrated active case death,real
1146,if you are or older you are at higher risk for getting seriously ill from coronavirus learn how you can take step to protect yourself and slow the spread at covid 19,real
1147,the gammon guide to flying in the age of covid,fake
1148,were debunking misinformation about coronavirus why because hoax travel fast and the number and cause of this growing outbreak need clarification,fake
1149,nobel prize in medicine tasuku honjo say that the new coronavirus wa made in china,fake
1150,to answer this we need better contacttracing more testing and more followup on those without coronavirus symptom,real
1151,thrombosis is the leading cause of covid death,fake
1152,this sound like lot of money and it is but it s small in comparison to the trillion dollar that have already been invested by g20org country in fiscal stimulus to deal with the consequence of the covid 19 pandemic so far drtedros,real
1153,four other case are contact of previously reported confirmed case the remaining person who ha tested positive for covid is being interviewed today to determine their possible link to the cluster,real
1154,video about dozen of coffin huddled in a cemetery are from nicaragua,fake
1155,black child with covid at higher risk of developing the kawasakilike inflammatory condition misc,real
1156,flu and covid 19 can result in complication however covid is associated with additional complication like blood clot and multisystem inflammatory syndrome in child more on the difference between flu and covid here,real
1157,another state hi me mt nm sd ut wy are not reporting race ethnicity for death tx is reporting but of case and death are listed a unknown some data is better than none but it still not enough see the rest of the data,real
1158,a rare case of transverse myelitis may be linked to the vaccine,real
1159,there are currently people in managed isolation and quarantine our current effective capacity is this give u an excess capacity of over the next week we are projecting arrival and departure from our facility,real
1160,our daily update is now published state reported over 44k new case the new normal the day average of new case per day ha doubled since and now exceeds 41k current hospitalization saw their biggest jump since for detail see,real
1161,new york state hospital reporting thousand of fungus lung infection due to wearing a mask,fake
1162,dr v k srinivas vice president bharatbiotech taking the 1st corona vaccine for clinical trail,fake
1163,in kenya the national council for person with disability,fake
1164,news number of plan made in lockdown for when all this is over fall for third day running,fake
1165,a of july a total of covid 19 test have been performed in bihar of which covid test were done in the last hour bihar covid __19 covid _19 covidー 19 covid 19india covidupdates coronavirus coronavirusindia coronavirusupdates,real
1166,mari 120468 they lied since day pleuro pneumonia how many thats also what the flu can turn into kill ya im so done with this shit they took a simple virus turned it into a pandemic to shut down the world why to change out fiber optic line spying watch snowden movie,fake
1167,in february cdc director robert redfield said healthy people shouldnt wear mask but that advice is long outdated this month he said theyre our best defense against covid,fake
1168,another way to look at this new york daily death have been a major component of u s death but at least today there wa a large increase in death in the other state and territory,real
1169,risk appears to be greater in men with severe obesity than woman,real
1170,slice of lemon in a cup of lukewarm water can save your life,fake
1171,looking for way to help while quarantined support local business by ordering takeout or buying gift card donate blood via redcross donate to your local food bank check in with your neighbor especially those living alone most importantly stayathome,real
1172,indiafightscorona of the active case are being reported from maharashtra andhra pradesh tamil nadu karnataka uttar pradesh of the new recovery are reported from state and ut icmrdelhi staysafe indiawillwin,real
1173,italian doctor who support the antivaccine movement claim that vaccine wont help in the fight with novel coronavirus because virus mutates too quickly post also claim that in reality only people in italy died because of coronavirus,fake
1174,indiafightscorona the expert committee on vaccine administration under the chairmanship of dr v k paul nitiaayog will meet on 12th august to consider logistics ethical aspect of procurement administration of covid 19 vaccine pmoindia drharshvardhan ashwinikchoubey,real
1175,florida ha shut down many testing site due to the storm but here s a post to help break down the difference between the florida outbreak and what we saw in new york back in the spring,real
1176,kachiguda ramakrishna hospital is sealed the whole hospital staff is positive,fake
1177,we have released two new api field breaking covid death count into probable and confirmed category for the state that offer them,real
1178,news woman decides to stay in lockdown for a few more month after cutting her own hair,fake
1179,coronavirus life on the hand for minute but can be prevented with alcohol hand sanitiser,fake
1180,coronavirus more than half of covid patient experience ongoing fatigue study find,real
1181,say if youre refused service at a store for not wearing a mask call the department of health and report the store mask are suggested not required,fake
1182,german scientist claim chlorine dioxide can act against coronavirus,fake
1183,news story about coronavirus going viral go viral,fake
1184,bjp gov failed to provide student safety saurab kumar wa tested positive day ago after giving up bed exam where no sop wa followed he is in critical condition postpone neet save student,fake
1185,the bossle family circus ha been hit especially hard by the pandemic stranded in the netherlands since march read about the impact of the pandemic on circus and other performer in the washingtonpost,real
1186,followup on earlier case for the two case who travelled from the uk out of people being followed up and tested a part of a precautionary approach negative test have now been recorded people are still being contacted,real
1187,our daily update is published at 760k this wa the secondhighest number of test on record state reported 63k new case today along with death current hospitalization rose by more than to,real
1188,on the 5th jan day after a cluster of unknown pneumonia wa identified in wuhan who shared detailed info on the case with the advised all country emergency contact point to take precaution to reduce the risk of severe acute respiratory infection drtedros,real
1189,rt niosh farm owner and operator can help slow the spread of covid 19 new cdcgov and usdol guidance is available to help farm owner,real
1190,me and mine didn t toil and sweat for generation to keep these field free of covid only for outsider to be the one to get a selfie in the guinness storehouse out with ye,fake
1191,actor paul rudd pleads with millennials to wear a face mask in order to prevent the spread of coronavirus and save life get more on this story here,real
1192,the obama administration didnt do anything about swine flu,fake
1193,muslim in india are licking utensil to spread the coronavirus,fake
1194,_indian yoga guru baba ramdev ha been infected with coronavirus _,fake
1195,representative from several state disputed fox news host sean hannity s claim that the trump administration ha had zero unfulfilled equipment and supply request from state governor related to the coronavirus,fake
1196,prince william and kate middleton take throne amid coronavirus pandemic,fake
1197,a text by c s lewis from talk about a pandemic of fear it say the devil took many soul to hell because they became too attached to their earthly life through fear,fake
1198,say nostradamus predicted the coronavirus in a passage about a plague spreading from the east,fake
1199,death were down a bit from yesterday although still above the three highest singleday death toll are the last three day,real
1200,president donald trump is selling coronavirusthemed commemorative coin through the white house gift shop,fake
1201,behind every covid death is a family and a community that will never be the same behind every unemployment claim is a life thrown into uncertainty a person wondering how they ll make end meet there is a real human toll to this crisis we cannot forget that,fake
1202,convalescent plasma should not be considered standard of care for the treatment of patient with covid _19asserts nih,real
1203,covid update there are no new case of covid in new zealand today one person ha recovered bringing the total number of active case to it ha been day since the last case of covid wa acquired locally from an unknown source,real
1204,aung san suu kyi is number one among woman leader in combating coronavirus,fake
1205,photograph of a rail track from colombo filled with wildflower during current curfew period in sri lanka,fake
1206,trump ive always been in favor of face mask donaldtrump coronavirus lie facemasks,fake
1207,medscape exclusive white paper more than of physician worldwide made a pivot to medical online content during the pandemic many believe the change are permanent,real
1208,even subtracting wisconsin probable today marked a new record high for reported case in the outbreak at just over 39k,real
1209,health department have you seen cdc s contact tracing communication toolkit for covid 19 check it out for resource and messaging to use in your community slowthespread,real
1210,our model estimate that virginia ha a high positive test rate and is near full icu capacity virginia ha an elevated risk based on our reopeningsafely metric learn more,real
1211,a doctor who went to uttar pradesh a state in india to screen patient for coronavirus wa attacked with stone by muslim she succumbed to her injury,fake
1212,indiafightscorona india ha scaled a historic peak nearly lakh sample have been tested in the past hour cumulative test in the country close to landmark figure of crore,real
1213,black american are hospitalized for coronavirus at 4x the rate of white american,real
1214,this would be farcical if it were not so serious rachel reef say one of the site earmarked to act a a postbrexit lorry park is currently a covid 19 testing centre read the latest,real
1215,indiafightscorona of the new death nearly are concentrated in three state of maharashtra karnataka and uttar pradesh these are followed by tamil nadu punjab and andhra pradesh,real
1216,on the 10th of april we erroneously announced new death in nasarawa there wa death in nasarawa reported on the 10th of april we apologise to the state government for this error remain committed to providing accurate data for breakdown,real
1217,people from across the country have shared their struggle to get a covid test,real
1218,the u s ha surpassed over million confirmed case of coronavirus according to data compiled by john hopkins university,real
1219,our daily update is published state reported 889k test today the secondhighest total ever along with 68k case state reported death today a the day average continues to rise,real
1220,our daily update is published we ve now tracked million test up 346k from yesterday a bit lower than the day average note that we can only track test that a state report for detail see,real
1221,there are currently people in managed isolation and quarantine our current effective capacity is this give u an excess capacity of over the next week we are projecting arrival and departure from our facility,real
1222,home secretary priti patel tell sky news she would call the police if her neighbour were hosting a party that broke coronavirus restriction,real
1223,adamwulf we re largely following the state heath department though we have enriched with medium report and probably will do so with tx if the state continues to update slowly alexismadrigal,real
1224,realdonaldtrump ha claimed that the u s ha one of the lowest mortality rate in the world from covid thats false,fake
1225,anyone following this account can help u in one crucial way if your state is not showing negative or total test number on our site but local medium ha reported it or a governor said it at some point please u with a link,real
1226,zedwar suzisuperkitn we considered this and just couldn t think of a way to generate a reliable data stream we d love to do it but selfreporting is tough at scale alexismadrigal,real
1227,coronavirusupdates statewise detail of total confirmed covid 19 case till september am state with confirmed case state with confirmed case state with confirmed case total no of confirmed case so far,real
1228,new case of covid 19 lagos fct jigawa edo oyo river kaduna borno kano plateau yobe gombe bauchi ondo case of covid 19nigeria discharged death,real
1229,france ha recorded new covid 19 infection in the past hour the country ha also reported a further death bringing it total number of fatality to for the latest coronavirus update click below,real
1230,spitalongadon donaldtrump coronavirus,fake
1231,country were buying covid test kit since,fake
1232,bbc is a reliable news source but this image wa doctored to make it look like the british outlet reported ghislaine maxwell is in intensive care for covid,fake
1233,boris johnson must act now not next week to tackle a second wave of coronavirus infection across the uk a leading scientist ha warned,real
1234,newly updated clinical resource includes evidence for remdesivir use in pediatric coronavirus,real
1235,news coronavirus agrees to stay out of shop until 24th july,fake
1236,trump deploys thousand of televangelist nationwide to tackle covid,fake
1237,there is no space in the hospital in italy because people are crowding outside,fake
1238,can t make a vaccine that work for influenza no vaccine for rsv can t cure cancer but they sure a heck can make a vaccine in month for an illness that they still don t understand how s that koolaid taste,fake
1239,a college campus reopen recent data show overall case have increased among nonhispanic white people especially people age slow the spread wear a mask stay ft from others wash your hand see more demographic trend,real
1240,though more than state now provide some form of racial data through this early work we ve identified some key failing of the current state reporting some important problem are detailed here,real
1241,closing up the shop for the night were showing test positive here are the four state with the largest known outbreak wa ny ca ma,real
1242,with the void of leadership in the white house governor across the country have stepped up to meet this moment this afternoon i ll be joined by a few of them for a roundtable discussion on covid tune in at pm et to watch,fake
1243,there are now retracted covid paper,real
1244,boil some orange peel wit cayenne pepper in it stand over the pot breathe in the steam so all that mucus can release from yo nasal mucus is the problem it where the virus life,fake
1245,yesterday our laboratory completed test bringing the total number of test completed to date to the day rolling average of test is,real
1246,claim india s case growth will peak by early may and reduce to by may said v k paul of covid empowered group on apr fact day since a countrywide lockdown case have risen by day for a week,fake
1247,those who tested positive for covid were almost 3x more likely to have dined at a restaurant and 4x more likely to have gone to a bar new study suggests,real
1248,in japan coronavirus wa defeated with the drug avigan,fake
1249,social distancing result in record low flu number,real
1250,nostradamus wrote in the year that there will be a twin year from which will arise a queen corona who will come from the east china and who will spread a plaque virus in the darkness of night on a country with hill itally and will transform the twilight of men into dust death to destroy and ruin the world it will be the end of the world economy a you know it nostradamus,fake
1251,important safety measure for parent do not use plastic face shield for infant do not use cloth face covering on child under or anyone who cannot remove it without help always practice safe sleep even if you are stressed and tired,real
1252,we hope these metric will help government make plan about when and how to reopen safely and in the meantime click on your state or county on our map and check out how you re doing stayhomestaysafe covidactnow reopensafely,real
1253,maximebernier cafreeland francis boyle wrote the bio weapon act unanimously passed by congress he say covid is a offensive biological weapon plus the leading chinese expert whistle blower agrees how about some truth,fake
1254,there are plenty of mortuary bag in lenox hill hospital in ny,fake
1255,still not enough proof that convalescent plasma work with covid,real
1256,who recently alerted to a flareup of nipah virus niv,fake
1257,eight significant cluster have closed this is unchanged from yesterday a cluster is considered to be closed when there have been no new case for two incubation period i e day from the date when all case have completed isolation,real
1258,in this edition of our coronacheck newsletter debunked text message warning of the danger of ibuprofen and covid plus those image of a covid vaccine theyre actually image of a testing kit factcheck coronavirusfacts datoscoronavirus,fake
1259,america ha been vaccinating cattle for coronavirus for year yet the news tell you it s new and gunna kill you all so go buy mask,fake
1260,the total number of confirmed case of covid is now which is the number we report to the world health organization there is no one in new zealand receiving hospitallevel care for covid,real
1261,a widely shared video claim to show brazilian lawmaker filippe poubel erupt in anger a he break into a field hospital that had claimed to have novel coronavirus patient and find it empty,fake
1262,barack obama is the first expresident to ever speak against his successor,fake
1263,indiafightscorona epidemic disease amendment ordinance attack on doctor and health worker now a grave offence a jail term term of up to year and fine upto r lakh case to be investigated within day and verdict within a year staysafe,real
1264,twenty new case of covid 19 have been reported a follows in lagos in edo in kano in ogun in ondo a at pm 13th april there are confirmed case of covid 19 reported in nigeria have been discharged with death no of state with confirmed case,real
1265,the u statedept recommends traveler defer all cruise ship travel worldwide covid 19 like many other viral respiratory illness appears to spread more easily between people in close quarter such a those aboard ship see newest travel advice,real
1266,the biggest problem case volume and covid 19 testing lag time,real
1267,a note we found a better official source of alabama data this pushed up the historical number of hospitalization by in midapril without that backfill today would have set the new peak for hospitalized covid patient the u s even so today s figure is 3rd alltime,real
1268,coronavirus health secretary matt hancock wont rule out second national lockdown,real
1269,for a month weve been tracking probable and confirmed death separately on out backend and should have those column public soon we had hoped to have these column public sooner but it turned out to be extremely difficult to do right,real
1270,bill gate is funding a vaccine in adhesive patch form the vaccine contains a microchip that is going to be used to monitor people via 5g network,fake
1271,video show chinese official detaining suspected coronavirus case,fake
1272,the number of people who have tested positive for coronavirus in the uk ha jumped by the highest in over four month,real
1273,wearing a face mask wrongly is a good a not wearing a mask at all remember during election you can come in contact with infected people with no symptom at polling station takeresponsibility to keep yourself loved one safe read more via,real
1274,the latest update from minhealthnz today we are reporting new confirmed case of covid two case are linked to the st margaret s hospital rest home in auckland the individual are both nurse at waitakere hospital,real
1275,dyk cdc is leading a new national partnership that coordinate rapid genomic sequencing of the virus that cause covid 19 this will help expert learn more about the virus and prevent disease spread learn more,real
1276,boris johnson ha said he doe not want to put the country in another national lockdown but warned the government may need to intensify thing to help bring the rate of infection down,real
1277,cdc recommends that traveler avoid travel to country with a level travel health notice and reconsider cruise ship travel to or within asia at this time more covid 19 travel faq,real
1278,a whatsapp forward claim that british airway is permanently shutting down due to heavy business loss incurred during the covid pandemic this claim is false british airway ha categorically dispelled these rumor,fake
1279,are you panicking about covid enough follow our guide,fake
1280,q how do i selfisolate a stay in a room away from others for day avoid sharing household item practice hand respiratory hygiene clean disinfect all surface if you develop symptom call your state hotline full selfisolation guide,real
1281,govt of india ha come up with this brilliant idea of moving truck by train faster safer and timely thanks to our beloved pm shri narendra modi ji and railway minister shri piyush goyal ji,fake
1282,coronavirusupdates india covid 19 recovery rate improves to a on september steady improvement in india covid recovery rate since lockdown initiation on march indiafightscorona icmrdelhi via mohfw_india,real
1283,since august our contact tracing team ha identified close contact of case of which have been contacted and are selfisolating and we are in the process of contacting the rest,real
1284,we have person at auckland hospital this person is stable and doe not require intensive care our total number of confirmed case is the number we report to world health organization,real
1285,and new jersey infection rate ha dropped to and ha maintained a rate below since midmay meaning each person is infecting le than one other person and the total number of current case in new jersey is shrinking,real
1286,covid testing could be done with mouth swab so maybe deeper swabbing is implanting something,fake
1287,curious to understand why hospital and icu capacity is an important metric when looking at our fight against covid like subscribe share this video to help u empower the public with knowledge resource confidence,real
1288,how south korea successfully managed coronavirus the nation fasttracked approval of domestic testing kit a soon a case began hitting,fake
1289,indiafightscorona india register a record of highest single day recovery more than lakh patient recovered in the last hour,real
1290,indiafightscorona india is one of the few country that have reported very high number of daily testing the daily testing capacity ha already crossed lakh and is consistently rising,real
1291,new case of covid 19 lagos kaduna katsina jigawa borno ogun kano fct niger ekiti oyo delta bauchi kwara edo case of covid 19 in nigeria discharged death,real
1292,mayor germain caballero defied the so called expert his medic produced prescribed and distributed chlorine dioxide to his citizen to defeat covid no one celebrating except the people of san jose de chiquitos a the dark force plot to bury this amazing feat,fake
1293,there were new case which is fewer than the recent average but because we havent seen total completed test number that low in more than week there wa a decent uptick in the positive rate to highest since may,real
1294,you should continue trying to stay home a much a possible because the virus is still circulating at a very high rate in many community if you want to be extra careful some resource like covid act now help show how much transmission there is in your area,real
1295,reporting gap in state leave the public in dark about the true scope of the pandemic,real
1296,india home ministry ha given permission to reopen school and educational institution across india,fake
1297,some foreigner attended sadhgurus event in march which ha led to over coronavirus case in tamil nadu india the foreigner are quarantined at isha yoga center,fake
1298,list of medicine shop where favipiravir tablet fabiflu etc will be available for covid 19 in bhubaneswar and cuttack,fake
1299,big breakthroug in covid vaccine in india indian gaushala vigilants hv discovered a unique way of treating corona called gaumutr_steaming a patient is needed to inhale the steam of cow urine and get exposed to urine steam for a minute cowurinesteambar,fake
1300,state reported death only one of the last day ha seen a day over death the day average is now very to close to life lost per day,real
1301,a newspaper article claiming that region had no new case of coronavirus in italy,fake
1302,the citizen can deny mandatory vaccination if they ask a specific set of question to their doctor also every vaccine contains mrc cell from aborted fetus,fake
1303,make america covid again is just a conspiracy theory said tech zillionaire tesla bezgate coronavirus noahsark,fake
1304,ok well now our daily update is published state reported more than 70k case for the 4th time ever hospitalization are near their alltime high with the previously noted caveat more than death were reported for the third day in a row after day sub,real
1305,twentythree new case of covid 19 have been reported in nigeria in lagos in the fct in akwa ibom in kaduna and in bauchi state a at pm 1st april there are confirmed case of covid 19 reported in nigeria nine have been discharged with two death,real
1306,tack_in_fl nickcradio you can also download it or if you don t trust u we screenshot the public health website 3x a day and you can see those too,real
1307,a of june forecast suggest state are likely to report more covid 19 death in the next week than the previous week nationally between and total death are expected by july,real
1308,a video show the fbi confiscating face mask from china in the u s because it tested positive for coronavirus,fake
1309,it will be difficult to put an exact date on the availability of the covid 19 vaccine however our union health minister drharshvardhan ha recently stated that india first vaccine against the novel coronavirus could be developed by the end of this year,real
1310,anyone interested in rise of fascism globally and that should be everyone should read this report by amaramarasingam on how hindu nationalist use covid to spread antimuslim hate and violence,fake
1311,rt cdcdirector data show that face covering are an effective tool to slowthespread of covid 19 more and more people are embracing this,real
1312,source confirm covid vaccine need at least to 10m for clinical trial on more than but icmr choosing only ve patient eager to complete before august mean,fake
1313,today testing number are the highest since the daily record on july the uptick in test and case wa partially due to a data dump in illinois,real
1314,coronavirus uk record death of people with covid and new daily case,real
1315,nashville man maintains healthy level of panic over coronavirus health coronavirus nashville medium covid 19,fake
1316,carolhakios zev_dr this is not a natural virus covid is ccp s chinese communist party s bioweapon please do not take it easy,fake
1317,hepatitis c drug show promise against the coronavirus but clinical trial must confirm,real
1318,in february who brought together hundred of scientist and researcher to identify research priority in march we launched the solidarity trial to find answer fast about which therapeutic are the most effective drtedros covid 19,real
1319,president trump tout gamechanger bigger than hydrochloroquine in battle against coronavirus sprea donaldtrump,fake
1320,coronavirus saying aadab sends infected air into the mouth claim bjp leader ramesh bidhuri,fake
1321,north yorkshire emergency service have gone into full emergency mode due to a rise in coronavirus case and nationwide issue with testing capacit,real
1322,new case of covid 19nigeria lagos fct oyo ondo abia enugu kaduna edo kano kwara ebonyi nasarawa ogun osun delta niger plateau bayelsa katsina ekiti imo confirmed discharged death,real
1323,_in the united kingdom the woman who wa tried for the coronavrus vaccine ha died _,fake
1324,fbi ha arrested a u professor who ha manufactured and sold coronavirus to wuhan,fake
1325,the man wore a mask on all the flight he wa on we re in the process of contacting all passenger on that air new zealand flight we have also alerted our overseas counterpart people coming in from that flight in australia will be in managed facility in auckland a well,real
1326,we have a president more interested in beating people at golf than beating covid,fake
1327,potentially selffinancing country have submitted nonbinding expression of interest to covax joining low middleincome economy to allow equitable access to covid 19 vaccine together they represent of the s population,real
1328,new york number improved today with a notable slowdown in the growth of hospitalization but we would agree with this caution,real
1329,fact check coronacheck newsletter appeared on abcmediawatch in aid of their takedown of bunkum 5g claim in the medium it your inoculation against misinformation in the time of covid 19 subscribe here,fake
1330,what is covid covid 19 is a respiratory illness that spread through contact with an infected person or contaminated surface most patient will have only mild symptom severe illness is mostly experienced in the elderly those with chronic condition takeresponsibility,real
1331,george floyd s murder filmed before covid,fake
1332,new case of covid 19 lagos ogun bauchi ebonyi edo river fct jigawa delta anambra gombe kano imo abia borno oyo plateau kebbi kaduna ondo niger katsina osun ekiti kwara nasarawa,real
1333,post and video on facebook say drinking or inhaling seawater prevents covid,fake
1334,indiafightscorona a many a death have been registered in the past hour state ut account for of the death in the last hour due to covid detail staysafe indiawillwin,real
1335,headache may be a key symptom of covid 19,real
1336,video of a carrier who is allegedly moving medical supply from spain to france,fake
1337,many evangelicals now believe trump actually tested positive for the coronavirus donaldtrump coronavirus potus,fake
1338,if we stopped testing right now wed have very few case if any,fake
1339,komal mishra a staff nurse at a hospital in pune india died while due to coronavirus,fake
1340,coronavirusupdates total covid 19 case in india a on september cured discharged migrated active case death total covid confirmed case cured discharged migrated active case death,real
1341,say the april jump in covid case wa related to the election,fake
1342,mike penny introduces program to cure coronavirus carrier with conversion therapy,fake
1343,doctor said the entire wuhan population will die of the novel coronavirus,fake
1344,country which would finance the covid 19 vaccine from their own public finance budget partner with lowerincome country that could be supported through voluntary donation together these country represent over of the s population,real
1345,new case of covid 19nigeria lagos fct kaduna borno plateau abia edo river imo oyo kano kwara enugu katsina gombe ogun nasarawa zamfara confirmed discharged death,real
1346,video of president donald trump announcing that roche medical company will launch the vaccine for covid next sunday,fake
1347,hcps mother who were unable to initiate breastfeeding in the hospital due to covid 19 may still be able to lactate breastfeed with help learn more about supporting family with relactation,real
1348,karnataka govt thinking of separate crematorium graveyard mooted for covid fatality,fake
1349,coronavirusupdates statewise detail of total confirmed covid 19 case till september am state with confirmed case state with confirmed case state with confirmed case total no of confirmed case so far,real
1350,roche medical company will launch the vaccine developed for coronavirus in united state,fake
1351,upcoming cdc guidance will recommend against testing after covid recovery,real
1352,video showing american student singing the indian national anthem to thank india for supplying hydroxychloroquine,fake
1353,a facebook sharepic show very low death rate for covid in several european country,fake
1354,agardenpath julienchien it pretty wobbly because of our cutoff time 4pm et sometimes state report twice in the same period or do not report negative for several day,real
1355,how to manage patient with ocd during covid 19,real
1356,should doctor be free from malpractice lawsuit stemming from delayed treatment a result of covid,real
1357,consistency in new guideline for managing rheumatic disease with covid 19 eular 2020,real
1358,say senator voted not to send stimulus check,fake
1359,italy decrease the number of politician to reduce expense by covid,fake
1360,_a video ha been viewed thousand of time on facebook twitter instagram and youtube in march alongside a claim that it show police in spain detaining people during a lockdown due to the coronavirus pandemic _,fake
1361,the chemical methylxanthine theobromine and theophylline stimulate compound that can ward off these virus in a human with at least an average immune system whats more shocking is that these complex word that were so difficult for people in china to understand is actually called coffee in india yes our regular coffee ha all these chemical already in it,fake
1362,electric eel agitated left man agitated music coronavirus lockdown,fake
1363,pope authorizes social distance baptism using water pistol pope coronavirus waterpistols baptism,fake
1364,vitamin d can help reduce coronavirus risk by,fake
1365,akira is a movie about an apocalyptic event taking place month before tokyo olympics showing the world health organization advising japan to postpone the olympics because of a pandemic risk,fake
1366,practice social distancing by putting space between yourself and others continue to practice healthy habit like washing your hand for at least second and staying home if you re sick to help slow the spread of covid 19 learn more,real
1367,hospitalization continue to spike in the south and west a we await the number of currently hospitalized people in florida which the state say it will begin reporting in the next few day,real
1368,the latest cdc covidview report show that the percentage of er visit associated with covid 19 ha decreased nationally for eight consecutive week and is on the decline in all region in the u s learn more,real
1369,update from minhealthnz there are no new case of covid to report in nz today our total number of case is this is the number we report to the who our combined total of confirmed and probable case remains at,real
1370,two case are household contact of previously reported case and the other three are all in a household that is linked to an existing case of the nine case in miq facility five are in christchurch three are in auckland and one is in wellington,real
1371,new case of covid 19 abia fct lagos ogun gombe edo imo kwara katsina nasarawa borno kaduna bauchi ekiti niger ondo plateau kano sokoto case of covid 19nigeria discharged death,real
1372,say you can monitor yourself for covid with a breath test,fake
1373,both woman arrived in new zealand together on june stayed in a managed isolation hotel in auckland and were permitted on compassionate ground to leave managed isolation to travel to wellington via private vehicle on june,real
1374,new case of covid 19nigeria lagos fct plateau enugu kaduna ondo osun ebonyi ogun delta borno akwa ibom oyo bauchi kano ekiti confirmed discharged death,real
1375,oms say people infected with covid without symptons do not transmit the disease,fake
1376,a photo of fatigued medical professional in the battled against covid,fake
1377,alaska_dhss cdcgov thank you so much for your wonderful complete presentation of your data to make sure we record this data correctly can you clarify if sample is equal to person tested thank you,real
1378,covid u s outbreak traced to donald trump forehead donaldtrump covid 19,fake
1379,american and dutch mainstream news medium used the same photo of a young boy a a portrait picture while reporting three different corona victim also they used a picture of a year old american corona victim twice once in an article about his work at the police force and once declaring he work for a university therefore the mainstream news medium are trying to mislead their reader about the amount of people that actually died from corona multiplying them,fake
1380,a photo show gov gretchen whitmer on mackinaw island today ignoring mask and social distancing rule,fake
1381,the positive rate of these test is dropping at least a little overall were now looking at an positive rate in the u s,real
1382,reported death were again over today,real
1383,rt mohfw_india indiafightscorona unprecedented upsurge in covid 19 testing india touch a new peak of cr test pmoindia drhars,real
1384,there are people with covid in hospital today is in auckland city hospital are in middlemore hospital two are in northshore with in waikato of them are on a ward are in icu one each in middlemore and waikato we want to send aroha to them and their family,real
